membership_category,feedback,points_in_wallet,churn_risk_score
3,-1,-0.30090193822247346,4.0
2,-1,-0.3493523520122495,4.0
1,-1,-0.3839146154283855,5.0
1,-1,-0.49896050835039096,4.0
5,1,0.7927331244889484,1.0
3,-1,0.08870981193629675,3.0
0,0,-0.37080496297350324,5.0
1,-1,2.232606069934407,5.0
0,0,-0.4829970772173432,4.0
0,-1,0.05051759486082805,5.0
1,0,-0.7372917345648389,5.0
2,-1,0.12334326225056157,3.0
4,-1,0.3797563604750526,3.0
0,-1,-0.24511394731540148,4.0
4,1,0.6993050433313225,1.0
3,-1,-0.500752893600417,4.0
2,-1,-0.4511262269903109,4.0
4,0,0.2455515148793262,3.0
5,-1,0.4278146899913858,3.0
1,-1,-0.358594338457698,4.0
0,-1,-0.0719807345706639,4.0
1,-1,-0.226461938307314,5.0
0,-1,0.06373643607977283,4.0
1,0,-0.924764029309788,5.0
1,-1,-0.8140842401206577,5.0
5,1,0.5025907621409248,1.0
1,-1,-1.6810015200121655,5.0
1,-1,-0.14664478264207578,4.0
2,-1,-2.122694625838647,3.0
5,1,0.3688340128577046,1.0
2,-1,1.8686175017055058,3.0
5,-1,0.3957758036471637,3.0
5,-1,0.19519669176139692,3.0
3,-1,0.3225680685913982,3.0
2,-1,-0.3163612610039511,4.0
1,-1,-0.48103665585012667,5.0
3,-1,0.12478955865879704,4.0
2,0,0.46511870800756006,3.0
3,1,0.8437040800365744,1.0
4,-1,0.4913323422891966,3.0
3,-1,0.1571085051983355,4.0
2,-1,0.05751909974374368,3.0
1,-1,-0.28927070896266177,5.0
5,1,3.4908310742318824,2.0
4,-1,0.48976400519542296,3.0
3,-1,0.16717214413514914,3.0
5,1,0.19945360673020956,2.0
4,-1,0.4673031775310297,3.0
0,-1,-0.24152917681534877,4.0
0,-1,-0.36072214290960763,5.0
0,-1,-0.3727653843407191,4.0
4,0,2.7499844868834837,3.0
5,1,0.583976254899936,1.0
1,-1,-0.4255287251383717,4.0
3,-1,-0.3833516597236881,4.0
1,-1,-0.45571921419350386,4.0
3,-1,0.1228851493306438,3.0
5,-1,0.12871040139323003,3.0
0,-1,-0.46406500801393935,4.0
5,1,0.5919299644469279,2.0
4,-1,2.779067361675888,3.0
0,-1,-0.2932282888707979,5.0
4,-1,0.6136626356034981,3.0
2,-1,0.1578366617061587,3.0
0,-1,1.917449974720606,5.0
1,-1,0.08042802372064381,4.0
0,-1,-0.3760140826063922,5.0
4,-1,0.24471133429337583,3.0
5,-1,0.1527395661513963,3.0
3,-1,-0.3209542482071434,4.0
1,-1,-0.2401848878778289,5.0
1,0,-0.024314489327774313,5.0
0,-1,-0.325883307644716,4.0
2,-1,-0.07472532448476688,4.0
1,-1,-0.2935083490661143,4.0
1,-1,1.4159005398354088,5.0
0,-1,-0.9371987019818463,5.0
1,0,-0.9457685439585349,5.0
4,-1,0.3091778452974609,3.0
1,-1,0.032481718282437226,5.0
0,0,-0.5028003853397457,5.0
5,-1,0.08278052936130323,3.0
0,-1,-0.08066260062547902,5.0
3,-1,-0.15689498579066452,4.0
3,-1,0.2650997165124267,3.0
5,1,0.8777593997870762,1.0
1,-1,-0.1388030971732104,4.0
1,-1,-0.4167908470444927,4.0
0,-1,-0.15919147939226067,4.0
4,0,0.2186097240898665,3.0
2,-1,0.06379244811883611,4.0
3,-1,0.0762831328299577,4.0
4,1,4.517455292799708,2.0
4,1,0.2631953071842735,2.0
1,-1,0.051917895837411174,4.0
0,-1,-0.2958608547067743,5.0
0,-1,-0.13006521907933202,4.0
1,-1,-0.967893299388548,5.0
4,-1,0.22213848255085597,3.0
1,-1,-0.9139537057705659,5.0
3,1,0.43190356884300857,2.0
1,-1,-0.8158766253706837,5.0
0,-1,-0.19688758168187853,4.0
1,-1,-0.7594164899948526,5.0
2,-1,0.6011719508923771,3.0
5,1,0.35219843725589695,2.0
1,-1,2.044471488387994,4.0
2,-1,2.976715682947819,3.0
4,1,0.1839213799845842,1.0
4,1,0.6532071351822059,1.0
3,-1,-0.0007334208821142572,4.0
4,1,0.3539348104668597,1.0
3,1,0.4064741031082592,2.0
1,-1,1.1901955327601923,5.0
5,-1,-2.9619282517336663,3.0
3,1,-2.7109557371723016,1.0
0,-1,-0.30359051609751314,4.0
0,-1,-0.48187683643607643,4.0
3,-1,0.37745986687345645,3.0
2,1,-1.1085988203223984,2.0
0,-1,-0.832400176894365,5.0
3,-1,0.1760501342017841,3.0
0,-1,-0.3591447542545304,5.0
2,-1,-0.027115091280940567,4.0
4,1,2.7523807573401475,2.0
5,1,0.41196328293646456,1.0
2,-1,-0.4234562796930287,4.0
1,-1,-0.12132734098545297,5.0
1,-1,-0.4877020884986627,5.0
2,-1,2.0464194163700644,3.0
2,0,-0.46776180259211864,4.0
5,1,0.546728248922825,2.0
5,-1,0.28134320784079087,3.0
1,-1,-0.2770968216205603,5.0
1,0,-0.17465080217373832,5.0
2,-1,-2.5086953484900305,4.0
5,1,0.4023292122175731,2.0
5,-1,0.2603947052311072,3.0
5,1,0.34099602944323193,1.0
2,-1,-0.3646436386765374,4.0
0,-1,-0.36615890058887607,5.0
0,-1,-0.2733440150033171,4.0
0,-1,-0.9406714484037725,5.0
2,-1,2.309190165451012,4.0
5,-1,0.190603704558204,3.0
3,-1,-0.25222747627644365,4.0
2,-1,2.2793688641235446,3.0
3,-1,0.10189530864675161,4.0
5,1,-1.458087854445514,2.0
3,-1,0.1110105970492195,4.0
3,-1,-0.10508384965708882,4.0
3,1,0.09471109368179145,2.0
2,1,0.3690580610139577,2.0
4,0,0.5544880598437577,3.0
1,0,-0.0565774238282495,4.0
2,0,0.04149965657163264,4.0
1,-1,-0.4315780253572104,5.0
2,-1,0.44142561548377346,3.0
0,-1,-0.04727942534373772,5.0
0,-1,-0.29688392676123787,4.0
5,-1,0.057183027509364034,3.0
2,-1,0.05320617273586775,4.0
3,1,0.45117171028079206,2.0
1,-1,-0.1991280632444114,5.0
1,-1,-0.1640085147517067,5.0
3,-1,1.4059969946897122,4.0
3,-1,0.5696371728997252,3.0
4,-1,0.1818098144252623,3.0
4,-1,0.4440581813197499,3.0
0,-1,0.12176490854937769,4.0
1,-1,-0.1954872807052954,4.0
1,-1,-0.12205549749327617,5.0
2,-1,0.07589104855651416,3.0
4,-1,0.19284418612073687,3.0
4,-1,0.4131395357567946,3.0
1,-1,-0.43323636570014146,5.0
2,0,0.2923215674972021,3.0
3,-1,0.3522544492949602,3.0
3,0,0.09075285577822417,3.0
5,1,0.12478955865879704,2.0
3,-1,0.39706408054562026,3.0
3,1,0.22264259090242608,2.0
4,0,0.4299769709580967,3.0
0,-1,-0.6524895074229647,5.0
1,-1,-0.08329516646145545,4.0
0,-1,-0.9713660458104741,5.0
5,0,0.5557461872120204,3.0
3,0,-0.2616935108781459,4.0
4,1,0.6516948101274962,1.0
2,-1,-0.18271653579885744,4.0
2,0,0.5728858711653976,3.0
4,0,0.24291894904334976,3.0
1,-1,-0.2573915710397587,5.0
1,-1,-0.494647581342515,4.0
2,-1,0.498501883289302,3.0
4,-1,0.44338603685099,3.0
5,-1,0.15895690248742544,3.0
0,-1,-0.05775367664857953,5.0
2,1,0.19564478807390312,2.0
0,-1,-0.3608348200202309,4.0
1,0,-0.6037590334378717,5.0
2,-1,0.5545139223526271,3.0
4,-1,0.39609669120687413,3.0
4,1,0.3966159842331134,1.0
0,-1,0.0005548560163423212,4.0
4,0,3.4785471666075103,3.0
4,1,0.30329992715361404,2.0
3,0,0.14809056690914008,4.0
3,1,-1.104318483458217,1.0
1,-1,-0.022634128155874178,5.0
3,1,0.6344991141350551,1.0
0,-1,-0.20596153201013723,4.0
5,-1,-2.705450486403654,3.0
1,-1,-0.36525977110623403,4.0
5,1,0.5023107019456079,2.0
0,-1,-0.7913993643000107,5.0
4,-1,0.3040799179270148,3.0
2,-1,0.14904241381543487,3.0
1,-1,-0.9328857749739697,5.0
2,-1,-1.9371781630292144,3.0
0,-1,-0.5347522013118556,5.0
0,0,2.3316070162128892,5.0
3,-1,0.17295991225325671,3.0
0,0,-0.5790577242109456,5.0
0,-1,-0.3647556627546639,4.0
3,-1,-0.23312737095585,4.0
3,1,-1.4330714177977222,1.0
2,0,-0.354953555918582,4.0
2,-1,0.30867708290369344,3.0
5,-1,0.49497312482831257,3.0
4,0,0.6125984068612952,3.0
3,0,0.41392370430368103,3.0
2,-1,-0.20439319491636426,4.0
3,-1,0.20623106345687212,3.0
1,0,3.0316475061630577,4.0
4,-1,0.472176224929539,3.0
0,-1,-0.34901627977786986,5.0
3,-1,0.22947605966815188,3.0
0,0,-0.3598510269409931,4.0
1,0,-0.5636544134685312,5.0
2,1,0.6144468041503851,2.0
5,0,0.34889372695116055,3.0
4,1,0.11543554813522197,2.0
0,-1,-0.6675007338919356,5.0
3,0,-0.22959861249486055,4.0
0,-1,-0.3656518553796769,5.0
2,0,0.13463471517492637,4.0
0,-1,0.019879009493189086,5.0
1,-1,-0.34823211123098274,5.0
3,1,0.583080062274923,2.0
5,-1,0.4977211885961666,3.0
3,0,0.1437090927754976,4.0
1,-1,-0.8335764297146949,5.0
2,-1,0.05891940072032681,4.0
3,1,0.5659963903606084,2.0
0,-1,-0.7040205833612241,5.0
0,-1,-1.6673046679880175,5.0
3,0,-0.07472532448476688,4.0
2,0,0.15772463762803215,4.0
4,0,0.3162947202163057,3.0
2,-1,-1.7003882290418355,3.0
5,1,0.7376732900897003,1.0
1,0,-0.37013281850474333,4.0
0,-1,-0.9419597253022285,5.0
1,0,-2.5122603903335907,5.0
5,-1,0.2862722672783634,3.0
4,1,0.6374677522054112,1.0
4,-1,0.17816903188614566,3.0
3,1,0.7258547498473387,1.0
0,-1,-0.3814472503955349,5.0
1,0,2.2621369005448084,4.0
1,-1,-0.997859740287427,5.0
0,-1,0.09163043153330883,4.0
4,1,0.6296820787756091,1.0
1,-1,0.08451690257226664,4.0
0,0,-0.8693121106370963,5.0
0,-1,-0.8972621181296956,5.0
0,-1,-0.7520789128775566,5.0
2,0,-0.3332768968010752,4.0
3,0,-0.4186392443335826,4.0
3,1,0.6465417025336698,1.0
0,-1,-0.4521344436934511,4.0
4,1,-0.07893225732373908,2.0
4,1,0.19211602961291366,2.0
1,-1,-0.40430016233337107,5.0
2,-1,-0.08592773229743188,4.0
5,0,0.3759475418187468,3.0
2,0,-0.22808628744015086,4.0
2,-1,-0.35125676134040273,4.0
0,-1,-0.03736529442952864,5.0
3,-1,0.29008108593466925,3.0
3,0,0.45839726331996145,3.0
2,-1,-0.11578214911818374,4.0
4,1,0.4601896306533362,1.0
1,-1,-0.13236171268092817,5.0
0,-1,0.9235460663358338,4.0
1,-1,-0.430994119075581,5.0
0,-1,-3.1000579740403587,5.0
4,1,0.7068666686048715,1.0
2,-1,0.38115666145163574,3.0
5,0,0.34654122131050114,3.0
2,-1,0.2562498143404211,3.0
5,1,0.4741366462967555,2.0
1,0,-0.01047951567913287,5.0
1,-1,-0.8140282280815945,5.0
1,-1,0.5540713825711394,5.0
2,-1,-0.42031960550548214,4.0
0,-1,-0.37657420299702554,5.0
1,-1,-0.1361145192981707,5.0
2,-1,-2.840144227080964,4.0
4,-1,0.12282913729158053,3.0
2,-1,0.08418083033788636,4.0
5,1,0.2728293779031655,2.0
3,1,0.2994911084973082,2.0
3,-1,0.03539434431373066,4.0
3,-1,-1.9243996222860111,4.0
2,1,0.45884535963246764,2.0
3,0,0.30615654114584356,3.0
4,-1,0.2546254652075849,3.0
0,0,-0.3815424852355034,5.0
1,-1,-0.48288505313921665,4.0
3,-1,0.06944966406423189,4.0
5,0,0.4513397463979825,3.0
0,0,-0.18887786009582333,5.0
0,-1,0.7299730307226298,5.0
2,-1,-0.24376965837788164,4.0
1,-1,-0.38968102013784384,4.0
0,-1,-0.7770042702607365,5.0
5,-1,0.23826994980109356,3.0
3,-1,-0.17605110315032146,4.0
5,-1,0.11857222232276787,3.0
0,-1,-1.5644126112045649,4.0
0,-1,2.110908737523086,5.0
5,1,0.44562321109660363,1.0
1,0,-0.9309813656458171,5.0
5,1,0.5249955777662548,1.0
4,-1,0.23121243287911467,3.0
3,1,0.22432295207432557,2.0
0,-1,-3.6864571938586645,5.0
2,1,0.14557002515129083,2.0
4,-1,0.4415936516009639,3.0
3,0,-0.36363542197339715,4.0
3,-1,-0.4268170020368283,4.0
1,-1,-1.7643062566989067,4.0
5,-1,0.3934793100455675,3.0
3,-1,0.157793942736593,4.0
2,-1,-0.0836312386958351,4.0
3,-1,-0.35344123086387236,4.0
1,-1,-0.8376653085663172,5.0
3,-1,0.4484271203666891,3.0
0,-1,2.264803954446265,5.0
0,-1,2.204708902340796,5.0
4,0,0.12182092058844096,3.0
4,1,0.8733904607401364,1.0
4,0,0.22057014545708303,3.0
2,-1,0.2242669400352623,3.0
2,-1,-3.0705605858202887,4.0
2,-1,-0.06520327784400136,4.0
1,-1,2.032661536707996,5.0
3,-1,0.13566484814006624,3.0
1,-1,-0.6978032470251949,5.0
1,-1,-0.9261643302863711,5.0
1,0,-0.28852327758947843,4.0
0,-1,-0.39102530907536365,4.0
3,-1,-1.7444029448780953,4.0
0,-1,-0.1239599068214294,5.0
5,-1,0.19413246301919343,3.0
4,1,0.4032814168816494,1.0
0,-1,-0.9591554212946695,5.0
5,-1,0.5966349757282474,3.0
3,1,0.8219714088800043,1.0
5,-1,0.25104069470753215,3.0
2,-1,0.3725308074358839,3.0
0,-1,-0.653441712087041,5.0
4,-1,0.5783750509936035,3.0
2,-1,-0.04487090766401438,4.0
0,0,-0.20663367647889713,4.0
3,-1,0.09914415383276191,3.0
0,-1,-0.19733567799438537,4.0
2,-1,0.1502714125186446,3.0
1,0,-0.5161001923037681,5.0
1,-1,-0.8087070843705784,5.0
2,-1,-0.1811481987050845,4.0
1,-1,0.023015683680735623,4.0
3,1,0.49418895628142606,1.0
2,-1,1.7553909777397956,3.0
3,-1,0.5838082187827462,3.0
3,-1,0.2938899045909757,3.0
2,-1,0.07546609245672942,3.0
1,-1,-0.7148869189395088,5.0
5,0,0.33696316263067233,3.0
3,1,-1.422248686809479,1.0
0,-1,-0.35590898426625334,5.0
3,-1,0.16439007027656813,4.0
2,0,0.3225680685913982,3.0
0,-1,-0.14563656593893623,4.0
2,-1,-0.10189116343047966,4.0
3,1,0.05897541275939008,2.0
2,-1,-0.18775761931455656,4.0
0,-1,-0.3944591081530878,4.0
5,0,0.4362164958508845,3.0
5,0,3.675102312641432,3.0
5,-1,3.466487224896516,3.0
1,-1,-0.39690657317701256,4.0
3,0,0.483658692937521,3.0
1,-1,-0.3877205987706273,4.0
1,-1,-0.3029743836678165,5.0
4,1,-1.779037254368675,1.0
5,-1,0.25400933277788823,3.0
0,-1,-0.025098657874660788,5.0
2,1,0.18051110596520928,2.0
5,1,0.473352477749869,2.0
1,-1,-1.0570084535382982,5.0
0,0,-0.24808258538575756,5.0
5,-1,0.5725497989310179,3.0
4,-1,0.07353854291585472,3.0
0,-1,-3.1209961984078327,5.0
2,-1,-0.31916186295711735,4.0
5,-1,0.191499897183217,3.0
3,1,0.31747097303663513,2.0
2,-1,0.6141107319160048,3.0
1,-1,-0.15392634772030844,5.0
2,0,0.5404549005477325,3.0
4,1,0.2291399874337716,2.0
0,-1,-0.4966080027097309,5.0
0,-1,-0.5257902750617235,5.0
2,-1,1.7261263128825415,3.0
1,-1,-0.7165672801114084,5.0
5,1,0.544879851633735,2.0
3,-1,-0.38200737078616825,4.0
3,0,0.16063726365932496,4.0
0,0,1.3430631062511869,5.0
1,0,-0.8724487848246422,5.0
3,0,0.5666685348293684,3.0
3,1,0.5702533053294211,1.0
3,1,0.7678637791448324,1.0
3,1,-1.8032366590455569,2.0
3,1,0.15285159022952283,2.0
3,0,-1.491602759248683,3.0
1,-1,-0.9098648269189437,5.0
3,-1,0.12187693262750424,4.0
2,-1,0.0853570831582164,4.0
2,-1,-0.06363494075022841,4.0
1,-1,-0.4745952713578444,5.0
5,-1,0.3726151154899419,3.0
1,-1,-0.33782399557263687,5.0
0,0,-0.15459849218906835,4.0
0,-1,-0.32179442879309383,5.0
0,-1,-0.0597140980157954,4.0
5,-1,0.22465902430870585,3.0
0,-1,-0.17879569306442444,4.0
4,1,-1.0652106140999698,1.0
4,1,0.3550550512481265,2.0
2,-1,0.3000171108971814,3.0
3,-1,0.3606002431153957,3.0
2,-1,1.4953599137503124,4.0
2,0,-0.29440454169112795,4.0
1,-1,-0.20282485782259133,4.0
4,1,0.3976242009362536,1.0
5,1,0.6260973082755563,1.0
1,-1,-0.4563353466232005,5.0
1,0,-0.47364306669376816,5.0
3,-1,0.035114284118413656,4.0
1,0,-0.41311175654677723,5.0
0,-1,-0.4058291364097226,5.0
3,1,0.40405658661244553,1.0
0,-1,-0.10934076462590148,5.0
3,-1,0.41913282393657064,3.0
5,-1,0.10860207936949616,3.0
0,-1,-0.15583075704846167,5.0
1,-1,-0.3535391288154661,5.0
1,0,-0.35663391709048153,5.0
1,0,1.2524762996870877,5.0
1,-1,-1.9715376278748673,5.0
3,0,-0.26494220914381833,4.0
1,0,-0.15947153958757768,4.0
1,-1,0.03466618780590683,5.0
2,-1,0.07342651883772817,4.0
4,-1,0.15033104847167358,3.0
2,-1,-1.7034516047370378,4.0
5,1,3.8027799910607807,2.0
1,-1,2.242964107923828,5.0
2,-1,0.3900122457759475,4.0
3,0,0.10725779043197631,4.0
1,-1,-2.343623192330138,4.0
3,1,0.44148162752283737,1.0
5,0,0.3250691997786155,3.0
3,-1,0.0723622900955247,4.0
2,-1,0.34597114844364024,4.0
3,-1,-0.3377018478870777,4.0
4,-1,0.29641044634882496,3.0
3,-1,-0.17610711518938538,4.0
0,-1,-1.0587448267492614,5.0
2,-1,-0.4181123322748352,4.0
3,-1,-0.3222425251056,4.0
4,-1,0.5132330495629565,3.0
3,-1,-0.15431843199375136,4.0
0,-1,-0.3212903204415237,4.0
3,-1,1.4467373111004078,3.0
1,-1,-0.3444793046137402,5.0
3,1,0.4615296268136153,1.0
3,-1,-0.17291442896277556,4.0
0,0,-0.14087554261855348,4.0
3,-1,0.5445997914384186,3.0
4,-1,-1.657678790060194,3.0
0,-1,-0.3724289278789046,4.0
3,-1,0.011813275868070608,4.0
1,-1,-2.540474343099731,5.0
2,-1,-2.3746989537676764,3.0
3,0,-0.1379069045481974,4.0
5,1,0.6975126580812958,1.0
0,0,-0.6127769717270671,5.0
3,1,3.151624245502875,1.0
2,-1,0.3580797013575458,3.0
2,1,1.178824984177505,2.0
2,-1,0.44887521667919594,3.0
1,-1,-3.5041490701474225,5.0
3,1,0.5785990991498566,2.0
2,-1,-1.6377183017369201,4.0
1,-1,-0.8167728179956975,5.0
5,-1,0.20051783547241242,3.0
4,-1,0.3818337966957016,3.0
1,-1,-0.08262302199269553,5.0
1,0,2.372050257944052,4.0
0,-1,-0.822598070058283,5.0
2,1,0.0672651945407623,2.0
2,-1,0.13657803398757956,4.0
1,0,1.394326092980043,4.0
3,-1,-0.0770778301254263,4.0
2,-1,0.08317261363474679,4.0
5,0,0.5132330495629565,3.0
5,-1,0.48690739120319343,3.0
2,-1,0.15940499879993228,3.0
5,-1,0.15117122905762334,3.0
0,-1,-0.23267927464334318,5.0
0,-1,-0.6757345036342446,5.0
5,-1,0.31998471024308567,3.0
0,-1,-1.0399807936630476,5.0
5,-1,0.38911037099862833,3.0
2,-1,-1.6648758400074393,4.0
0,-1,-1.9423933809195768,5.0
0,0,-0.3656518553796769,4.0
1,-1,-0.9278446914582706,5.0
5,1,0.4583035502550989,2.0
2,1,0.536926142086743,2.0
3,-1,0.2482400927543659,3.0
3,-1,-0.47263484999062794,4.0
1,-1,-0.0073988535306502455,4.0
3,-1,-0.3920895378175665,4.0
2,-1,2.96660446475203,4.0
3,-1,0.05197390787647445,4.0
1,-1,-0.050696159726599986,5.0
1,0,-0.2872910127300851,5.0
2,-1,0.08927792589264877,4.0
1,-1,-0.08150278121142877,4.0
5,-1,0.19368436670668723,3.0
0,0,-0.16641703243143002,5.0
3,-1,-0.04313453445305161,4.0
4,-1,0.18701893405815126,3.0
2,0,0.14452655867507772,3.0
1,0,-0.9194988976378351,5.0
1,-1,-0.5461226452417104,5.0
5,1,0.5356378651882865,2.0
2,0,0.5735580156341574,3.0
3,-1,0.4832105966250142,3.0
0,-1,-0.42762453621676605,5.0
3,1,0.3148944192397226,2.0
3,-1,0.5150814468520465,3.0
2,1,0.25496153744196454,2.0
5,1,0.7142042457221668,1.0
5,-1,0.17637664663611963,3.0
3,0,0.21205631551945772,3.0
3,-1,2.74392444765479,3.0
3,-1,-0.20853808580705038,4.0
3,-1,0.13905769666890208,3.0
4,-1,0.10014426147093414,3.0
4,1,0.32032758702886466,2.0
2,-1,0.10574546537726665,4.0
1,-1,-0.010983624030702974,4.0
2,1,0.37773992706877285,2.0
5,1,0.49174849785811753,1.0
2,-1,0.1077508615622506,4.0
2,-1,-0.2021527133538314,4.0
0,-1,-0.34545741671522096,4.0
1,-1,-0.26595042584695855,5.0
5,-1,0.48797161994539695,3.0
0,-1,-0.15319819121248524,5.0
2,-1,0.39314323781118726,3.0
5,-1,0.3100213718412133,3.0
4,-1,1.4876552570057553,3.0
1,-1,-0.42564074921649825,4.0
3,-1,-2.0376568806940822,3.0
4,1,0.5639799569543287,1.0
0,-1,-0.07567752914884317,4.0
1,-1,2.581001983048712,5.0
2,-1,-2.9663995128520475,4.0
0,-1,-0.8652232317854734,5.0
1,-1,-0.35310515862949204,5.0
3,1,0.6736515294403194,1.0
1,-1,-0.35439343552794866,4.0
0,0,-0.031147958093500124,4.0
1,-1,-0.9387670390756193,5.0
0,-1,0.04435627056386216,4.0
2,1,0.09975217719749058,2.0
3,-1,-1.7865929992773413,4.0
2,-1,-0.25710052367495295,4.0
4,1,2.10832610535206,1.0
3,-1,3.10904152612683,4.0
3,-1,0.5881211457906221,3.0
4,-1,0.5680688358059515,3.0
3,1,0.7136441253315334,1.0
0,-1,-0.4641770320920659,5.0
1,-1,-0.030643849741930018,5.0
2,-1,0.37897219192816617,3.0
5,1,-1.57997714059199,2.0
0,-1,-0.6488487248838488,5.0
3,-1,0.11668779379183412,3.0
5,1,0.6491742683696463,1.0
1,-1,-0.43314636245098403,4.0
3,1,0.337579295060369,2.0
4,-1,3.70187429498304,3.0
1,0,-0.11908685942292009,5.0
4,1,0.4972696184299087,1.0
5,1,0.5733339674779043,2.0
0,-1,2.8816965039951707,4.0
1,-1,-0.8571574981603544,5.0
5,1,3.408980354640675,1.0
3,0,0.49794176289866865,3.0
2,-1,0.26588388505931315,3.0
0,-1,-0.3300281985354021,4.0
2,-1,0.21334459241791429,3.0
0,-1,-0.4412120960761025,4.0
4,-1,0.33040975406026357,3.0
1,-1,0.054942545946830526,5.0
1,-1,-0.1913423898146093,5.0
1,0,-0.3979147898801521,4.0
2,0,0.583976254899936,3.0
2,1,0.20746332831626477,2.0
1,-1,-0.41159207193793773,5.0
3,-1,0.5730539072825874,3.0
1,-1,-0.34341507587153736,5.0
4,-1,0.2915934109893789,3.0
5,0,0.4931247275392226,3.0
1,-1,-0.6640839995090734,5.0
1,0,-0.6036062930343559,5.0
2,-1,0.18539458492531502,3.0
0,-1,-0.14950139663430595,5.0
0,-1,-0.39808282599734257,5.0
4,-1,0.14187323057311155,3.0
3,0,-1.8573568841843324,4.0
3,-1,0.08938994997077596,4.0
2,0,0.31595864798192547,3.0
3,-1,0.4047377298972958,3.0
3,-1,-0.10962082482121849,4.0
4,-1,1.5917266539141943,3.0
1,0,-0.12356782254798648,4.0
0,-1,-0.09791430865698338,5.0
5,-1,0.21099208677725423,3.0
2,-1,0.12097173861592059,3.0
1,-1,-0.18960601660364654,5.0
5,1,0.26610793321556625,2.0
1,0,-0.4311859410837675,4.0
3,1,0.23709369698076416,2.0
0,-1,-0.9606677463493792,5.0
1,-1,1.6911344336949803,5.0
0,-1,0.05085366709520833,4.0
3,-1,-0.2712155575189108,4.0
1,-1,-0.06374696482835496,5.0
0,0,-0.8330723213631248,5.0
1,-1,-0.0814467691723655,5.0
1,-1,2.211835115835529,5.0
3,-1,0.4405854348978237,3.0
5,-1,0.31664595536031503,3.0
2,-1,-0.6278747469677319,4.0
4,1,0.20858356909753153,2.0
1,0,-0.6137851884302074,5.0
5,-1,0.5085840503207003,3.0
2,-1,0.09729221903274615,4.0
3,-1,0.2474559242074788,3.0
5,-1,0.5145773385004764,3.0
4,0,0.29478609721598875,3.0
5,0,0.39210571950239764,3.0
0,-1,-0.975062840388654,5.0
2,1,0.2123363757147741,2.0
3,-1,-0.3308683791213525,4.0
0,-1,-2.265047988884623,4.0
0,-1,1.5046015722970352,5.0
0,0,-3.040251339856669,5.0
4,-1,0.44445026559319345,3.0
1,0,-0.3933218026769598,5.0
0,0,-0.014512382491692427,4.0
0,-1,-0.9242039089191546,5.0
0,0,-0.25547617454211674,4.0
4,-1,0.3852455403032586,3.0
0,-1,-0.3315135012382507,5.0
0,-1,-3.033814030041606,4.0
1,-1,-0.22321324004164156,5.0
5,-1,0.1744722373079664,3.0
1,-1,-0.11903084738385682,5.0
1,-1,2.8296168626584772,4.0
3,-1,0.5450478877509248,3.0
3,-1,2.605975003373956,3.0
1,-1,-0.9392711474271894,5.0
5,0,0.10697773023665995,3.0
4,1,0.2625791747545768,2.0
2,-1,0.1289643749006752,3.0
1,-1,0.05981559334533983,4.0
3,-1,2.8300702061448275,3.0
0,-1,-0.511847500077542,5.0
5,1,0.5429194302665186,1.0
1,-1,-0.6132810800786372,5.0
1,-1,-0.4194794249195324,5.0
5,-1,0.09723163543964133,3.0
4,1,0.658528278893222,1.0
5,1,0.80707220648916,1.0
0,-1,-0.34946437609037606,5.0
2,0,0.12068014362440872,3.0
2,-1,0.4485391444448163,3.0
4,-1,0.6109180456893957,3.0
3,-1,0.2732774742156717,3.0
0,-1,-0.42687301407589157,4.0
3,-1,0.24986444188720214,3.0
1,-1,1.6675508110971602,4.0
3,-1,0.3176390091538256,3.0
1,-1,-0.1264804485792793,4.0
3,1,0.43520827914774496,1.0
0,-1,0.12747813653383674,4.0
3,1,0.6500704609946594,1.0
1,0,-0.6379823893055634,5.0
3,-1,1.0786119285906255,4.0
3,0,0.05174985972022136,4.0
1,-1,-0.01972150212458138,4.0
0,0,1.3204554844778553,5.0
0,-1,-0.4785161140922768,5.0
1,-1,0.1478105067138237,4.0
1,0,-0.20534539958044057,5.0
0,-1,-0.7694986570262508,5.0
2,1,0.42126128142097696,2.0
2,-1,-0.443172517443319,4.0
1,-1,0.116331740760235,4.0
4,1,0.8556906563961258,1.0
1,-1,-0.20982636270550695,4.0
5,-1,3.387574019910439,3.0
2,0,-0.27670473734711676,4.0
3,0,0.23104439676192484,3.0
0,-1,-0.09864246516480657,4.0
1,-1,-0.29134697545787486,4.0
0,-1,-2.389463369677814,4.0
4,1,0.11437131939301849,2.0
2,-1,2.2648127985759534,4.0
1,0,-1.0270420126394195,5.0
0,-1,-0.6715336007044952,5.0
4,1,0.87311040054482,1.0
0,-1,-0.147652999345216,4.0
0,-1,4.218908890190225,4.0
1,-1,-0.262813751659412,5.0
3,-1,0.17923326062834916,3.0
5,-1,0.3410520414822952,3.0
0,-1,-0.1410995907748072,5.0
0,-1,-0.4576236235216571,5.0
1,-1,0.08541309519727967,4.0
3,-1,0.06356839996258302,3.0
4,0,0.2074073162772015,3.0
0,-1,-0.554972547413716,5.0
3,-1,-0.4018356326145851,4.0
2,0,1.9952018664208802,4.0
4,1,0.06261619529850608,2.0
1,-1,1.1802435233608508,5.0
5,-1,2.0700718401286693,3.0
4,-1,2.836530271912038,3.0
3,-1,-0.3562418328170386,4.0
5,-1,0.18068957364399554,3.0
2,-1,0.10120849021313762,3.0
4,-1,0.5785430871107933,3.0
1,-1,-0.4500059862090448,4.0
